user,date,komentar,reviewCreatedVersion
Khairullah Nurfani,2025-05-15 06:42:47,"Telkomsel telah menemani saya sejak lama, dengan jaringan layanan sinyal yang kuat dan stabil serta internet membuat kita komunikasi saya dengan keluarga, rekan bisni, dan siapapun bisa di mana saja, karena layaklah Telkomsel dengan jargon "" menjangkau semua kecamatan"".. Dengan My Telkomsel, kontrol Nomor simpati saya makin bagus, banyak promo yg ditawarkan, sukses selalu Telkomsel dengan Mytelkomselnya..",8.7.0
Adeva Myesha,2025-05-15 06:38:28,Woy Vocher kosongan jateng mana yg Expayet 2026.. saya Konter susah cari vocher kosongan jateng.,8.7.0
Abi yusuf Sholahudin,2025-05-15 06:19:45,aplikasi nya busuk nge stuck mulu anehhh tolong dong perbaiki gmn sih developer nya blok,8.7.0
Nur Havif,2025-05-15 06:18:00,aplikasi lemot,8.7.0
Rizki Miyani,2025-05-15 06:10:16,"Aplikasi nya lelet, berat, coba buat lebih simpel gak usah banyak macam-macam bikin kesel gak bisa d gunakan",8.7.0
Millenials 93,2025-05-15 06:07:51,apk ini sangat berat / lelet. meskipun sinyal kuat.,8.7.0
Musthofa HSB,2025-05-15 06:05:18,lelet,8.7.0
efti nurhadi,2025-05-15 06:03:44,"loading lama, terasa berat pdhl hp sudah ram 6gb memory masih longgar",8.7.0
Anthony Widjaja,2025-05-15 06:02:15,tulisan pulsa tidak cukup padahal ada 20ribu tapi belanja 17ribu gak cukup aplikasi gajelas low budget aplikasi burik gak modal gimana udh coba 1 jam gk bisa padahal udh bener huu di korupsi,8.7.0
set_ ariez,2025-05-15 06:00:25,"hadewh...jaringan simpati kog parah sekali,ini di surabaya kota lho,penawaran paket internet jg dibanding provider lain kalah jauh.",8.7.0
SABAR GAMING,2025-05-15 06:00:04,"jaringan anj ga jelas, asal main game lag bet pp",8.7.0
Reza Ibnu,2025-05-15 05:56:03,perbaikin jaringanya lah tolong harga mahal gpp asal kualitas elit jgn bikin kecewa.,8.7.0
Dani Risky,2025-05-15 05:54:08,"woi Telkom sinyal lu tuh urusin, sinyal burik kuota mahal harusnya kuota mahal sinyal nya juga enak lh .ada harga ada kualitas donggg",8.7.0
rodika jessy,2025-05-15 05:53:23,"tolong perbaiki sinyal pas kondisi hujan, masa download apk ini aja bisa sampe 6 jam lebih, padahal bar statusnya full",8.7.0
Bengkel Amin,2025-05-15 05:50:52,mantap,8.7.0
Naufal Fatih,2025-05-15 05:48:22,"HARGA TINGGI JARINGAN BAPUK, KECEPATAN JARINGANNYA GAK MEMADAI SAMA HARGANYA, DIMANAPUN ITU JARINGAN TETAP BURUK, KUALITAS JARINGAN HARUS DISESUAIKAN DENGAN HARGANYA, KALO TERUS MENERUS KAYA GINI, MASALAH TAK DIPERBAIKI, MAKA AKAN SEPI LAH TELKOMSEL, JANGAN PAKE INI, MENDINGAN PAKE SMARTFREN....., COIN JUGA PHP (PEMBERI HARAPAN PALSU), KATANYA DAPET 10K COIN, TAPI GABISA DI CLAIM COIN TERSEBUT",8.7.0
Jusman Tasriani,2025-05-15 05:43:34,sangat membantu,8.7.0
jefri liuz,2025-05-15 05:42:14,"lama bgt loading apk, fitur"" yg ga penting tlg dikrangi aja",8.7.0
Ajis Abdul,2025-05-15 05:36:32,"terlalu jelek,,login saja susah.telkomsel makin jelek",8.7.0
mahendra syahputra,2025-05-15 05:35:15,setelah transaksi tapi kuota tidak masuk ngapain aja ngak jls terlkomsel ganti kartu aja gue tolol,8.7.0
Riani Riri,2025-05-15 05:31:08,"gajelas nih aplikasi, lemot",8.7.0
agung vino,2025-05-15 05:20:08,ga sesuai update sisa kuota di aplikasi ... ....harus cek manual lgi baru ketauan sisa kuota aslinya berapa,8.7.0
Anita Manalu,2025-05-15 05:19:12,👍👍👍,8.7.0
Ar Grass,2025-05-15 05:11:18,oi simpati asu knpa GK sinyal,8.7.0
Pinda Pinda,2025-05-15 05:10:09,"Aplikasi dan provider pemakan pulsa walaupun tidak di gunakan...itu terjadi pada saya..hati2.. walaupun ngak di pakai internet nanti akan ada notifikasi atau sms"" anda sedang memakai internet non paket"" mending pulsa di 0 kan kalau ngak di daftarkan paket internet kawan",8.7.0
Slamet Radja,2025-05-15 05:09:00,Good bangettt...#kalcer,8.7.0
Netfet Fett,2025-05-15 04:49:10,mau ambil paket gratis saja tidak bisa padahal periode nya sudah habis tanggal 13 kemarin apk sampah,8.7.0
Anggi Surya,2025-05-15 04:47:31,aplikasi lemot ngak bermutu cuma mau liat data aja harus hapus data dan masuk kembali,8.7.0
Sabda Putra s,2025-05-15 04:30:28,buka app loading terus tidak bisa beli paket. padahal buka app lain bisa,8.7.0
Su Nami,2025-05-15 04:27:20,"ok,",8.7.0
Marcelino Daniel,2025-05-15 04:25:47,"Jaringan tidak stabil, Sangat menganggu Sekali!! Beli Paket harga nya sangat mahal tetapi dari Telkomsel menyediakan Internet seperti ini! mohon diperbaiki lagi,karena sangat menganggu kenyamanan pengguna!!",8.7.0
syahrul,2025-05-15 04:14:08,paket nelpon rumahnya tidak ada lagi.. dicoba pake dial juga ga bisa terus dulu2 bisa skrg udah ga bisa lagi,8.7.0
Andi Cong,2025-05-15 04:11:13,"sdh lama gunakan telkomsel,,semua lancar2 saja",8.7.0
Yudichi _,2025-05-15 04:04:13,10ribu sehari unlimited sekarang ada batasan 15gbFUP ah jelek banget tolong kembalikan menjadi tanpa fup,8.7.0
Ghulam Yasser Tatontos,2025-05-15 04:01:54,its the best,8.7.0
Muhammad Rohim,2025-05-15 03:57:16,"pliss lah Telkomsel gw kan beli kuota yg 3 gb 7 hari ternyata ngelag jaringannya kirain karna kuotanya sedikit, pas beli kuota 35 1 bulan 60ribu kirain gabakal ngelag lagi ternyata tetep, pliss lah kuota sama uang gua sayang banget, uang hasil nabung buat beli kuota tapi pas dibeli malah ngelag parah, main ml sama blodstrike malah patah2, plis lah jaringannya dibenerin 🙏🙏🙏",8.7.0
Ddy,2025-05-15 03:53:01,Tukar Poin berkali-kali Hasilanya zooonkkkkk gk dapat hadiah ....!!!!!!!!!!!!!!,8.7.0
Ammar,2025-05-15 03:52:31,"sinyal ngelag,buat liat sisa juota gk bisa,itu berlangsung 2 minggu sejak beli kuota",8.7.0
Agil Syahputra,2025-05-15 03:47:24,Dosa Telkomsel: - Gampang diretas - Banyak SMS iklan - Tukang sedot pulsa - Inject ads ke website - Paketan paling mahal - SMS Class 0 buat iklan - Menolak portability nomor HP Sebagian dr list diatas melanggar undang-undang negara loh,8.7.0
Imam Nur seto,2025-05-15 03:41:19,"Lemot sekali bisa bikin aplikasi gak sih? cuma mau ngecek kuota aja bisa 15 menit, device infinix note 40 pro harusnya cukup untuk aplikasi provider kayak gini",8.7.0
zulkifli pariyasa,2025-05-15 03:40:16,aplikasi rusak,8.7.0
Tuan Shelby,2025-05-15 03:37:29,"capek.. aplikasi sering banget eror cek kuota data ja lama banget, harus cek manual 🥱",8.7.0
Pengguna Google,2025-05-15 03:26:26,jaringan lemot,8.7.0
Miftah Alfadillah,2025-05-15 03:21:22,perbaiki apl mu oii no respon samsek,8.7.0
Alif Pambudi,2025-05-15 03:19:08,bagus,8.7.0
Adam Official,2025-05-15 03:17:38,"mantap sih telkomsel ini paketnya murah"" juga",8.7.0
Nugroho Poncoo,2025-05-15 03:16:28,puas lah jadi mudah transaksi,8.7.0
Fitra Ynrsm,2025-05-15 03:14:43,Setelah update makin berat + lemot bgt apk nya. Mana harga & jaringannya gak sesuai. Diperbaiki lg lah,8.7.0
La ab Aba,2025-05-15 03:05:22,kadang bikin resah,8.7.0
A. Firdaus,2025-05-15 03:05:15,"aplikasi ngak gunah, buat yang mau mengunakan jangan di gunakan.",8.7.0
Abil Zidan,2025-05-15 03:01:08,pas mau login ke Telkomsel.link yang harusnyah di kirim ke sms link nyah tidak ada sama sekali saya jadi tidak bisa memakai aplikasi,8.7.0
Vindy DzRey,2025-05-15 02:49:54,cari alternatif lain klo mahal terus,8.7.0
Randy Waldhan,2025-05-15 02:45:57,parah nih.. jaringan 4G+ dan 5G sama sama bapuk. d upgred bayar lagi Ampe 250k sama ajah bapuknya. cara mau stop dan balik k prabayar seperti apa yah..??? tolong d bantu,8.7.0
Frischa Asmin,2025-05-15 02:42:54,terimakasih sudah menemani kami mohon untuk berikan banyak harga paket promo,8.7.0
Siti Mujahidah,2025-05-15 02:42:44,"makin hari makin jelek, jaringan jelek, padahal sinyal full dan 4g tapi gamau jalan buka aplikasi apapun,udh beberapa kali kalo tlp/vc jaringan jelek, padahal paket data masih banyak",8.7.0
eko wahyudi,2025-05-15 02:32:41,aplikasi lelet,8.7.0
HeenDarwies HD,2025-05-15 02:29:34,Jaringan Telkomsel belakangan ini sering lelet banget padahal kuota paket data penuh sangat menyulitkan untuk bekerja dan berkomunikasi yang lancar dan baik,8.7.0
halim wijaya tjokro,2025-05-15 02:28:06,"setiap kali mau digunakan pasti ngelag atau ngefrezze, harus uninstall lalu instal ulang, tambah tahun tambah parah 👎👎",8.7.0
Christania Sumihe,2025-05-15 02:26:48,maaf yaa ini kenapa ga masuk di SMS yaa,8.7.0
MIZU,2025-05-15 02:19:01,"sangat di rekomendasi kan bagi semua orang, mantap",8.7.0
Noberta Kisah,2025-05-15 02:17:23,"apk error paket nya tersedia untuk dibeli namun saat di beli error g bisa lagi saya hubungi cs Telkomsel responnya lambat dan ujung"" nya disuruh beli paket lain apa mau korup juga apk Telkom ini???",8.7.0
Sumdari Sartika,2025-05-15 02:09:06,"saya sering beli paket tanpa promo 75 ribu dapat 40 gb dan sekarang pilihan itu hilang di ganti yang tanda kutip PROMO spesial 36 gb 80 ribu, ini gimana sih pola promo nya",8.7.0
R. Agung Wiryawan,2025-05-15 02:07:57,"Aplikasi my Telkomsel sangat mudah digunakan, banyak benefitnya.",8.7.0
Dhirar Alfatih,2025-05-15 02:01:46,masih ada 5 giga tapi gak bisa di pake.,8.7.0
"Muhammad Asri, ST",2025-05-15 01:58:13,"Aplikasi sampah, aplikasi plat merah kok macam gini ya, lelet minta ampun, beli paket susah bgt, kami beli loh bukan hutang paket.",8.7.0
Raynaldi Rombelayuk,2025-05-15 01:56:20,Buka aplikasi loadingnya lelet amat mau cek sisa kuota dan bayar aja sulit hadeh apalagi jaringannya sdh mahal pula. 5G berasa balik ke 2g/3g apalah tsel ini,8.7.0
Reza Subagia,2025-05-15 01:56:00,"Selebihnya aman aja, tapi di bagian fitur reward ingin klaim poin stock habis jadi kaya percuma aja mengikuti event game nya dan di tmbah lagi ingin tukar klaim kuota dr hadiah event game jelajah nusantara gagal tapi terclaim aneh",8.7.0
Dargo Mbezzz,2025-05-15 01:55:57,"lelet parah..cek sisa kuota ga akurat,tolong diperbaiki ,malu dong sama provider sebelah..",8.7.0
Rozi Ro,2025-05-15 01:50:17,gajelas loading mulu,8.7.0
Anak Bugis,2025-05-15 01:46:50,"APLIKASI BERAT SEKALI, SERING KALI HANYA BERPUTAR2.",8.7.0
Fresa Anur widada,2025-05-15 01:39:16,kenapa sekarang ngk bisa pakai pulsa harus lewat dompet digital. bikin ribet,8.7.0
Riza Safrudin,2025-05-15 01:35:47,entah kenapa di hp saya aplikasi ini loading terus dan baru bekerja setelah di reinstall,8.7.0
Zul Pramanda,2025-05-15 01:33:44,#canggih nya My Telkomsel bikin beli paket jadi mudah,8.7.0
Angga Aditya,2025-05-15 01:32:13,sinyal sering buruk padahal beli yg eksklusif..tidak r3com,8.7.0
akwan cahya,2025-05-15 01:26:57,"jaringan telkomsel sekarang lelet GK seperti dulu lancar jaya.sekarang tiba² sinyal hilang tanpa alasan yg jelas,",8.7.0
Kazeze,2025-05-15 01:11:56,"kenapa reting bintangnya gx turun. di kasih bintang ⭐ aja masih 4,1 gx 2,1 gitu",8.7.0
Rhamdan Ruswandy,2025-05-15 00:52:07,Repot aplikasi nya lama loding terus padahal bukan pake wifi pake jaringan data telkomsel nya padahal signal 4g full,8.7.0
Wahyu Adem ayem,2025-05-15 00:48:17,"sudah pengguna Telkomsel bertahun tahun, gonti ganti nomer, cukup puas, tapi belum pernah merasakan undian poin reward ny 🤤🤭 padahal 5000 poin lebih saya tukar kan untuk reward ga dapet juga, ngibul aja x ada reward 🙂",8.7.0
Luthfi Antariksa,2025-05-15 00:46:30,"payah bgt, akun suka keluar sendiri",8.7.0
Amalia Zainun,2025-05-15 00:43:41,aplikasi yang sangat rumit lemotnya minta ampun tidak bisa fleksibel terlalu susah mau beli paketan saja minta ampun susahnya tolonglah permudah pemakaiannya dan jangan di buat rumit,8.7.0
Fahrudin,2025-05-15 00:43:26,"aplikasi lawak mau beli paket malah dipersulit,padahal kuota masih ada tapi loading terus lawak""",8.7.0
syahrul munif,2025-05-15 00:40:29,tolong kembalikan kuota pendidikan 22GB nya! knpa pula harus di ganti² kocakkk,8.7.0
Kii Sangat amat sigma,2025-05-15 00:25:15,"aplikasi ny lemot+jaringannya juga lemot,ini kah yg terbaik atau yg terburuk 🤭",8.7.0
Mukhamad Kenang,2025-05-15 00:24:28,sekarang seperti nya jaringan agak susah tidak stabil,8.7.0
Hilmizar Khoiru Tangguh,2025-05-15 00:24:00,woi gw beli paket kok gak bisa bisa padahal pulsa udh pas Ama harga nya,8.7.0
Sahid maimun ansor,2025-05-15 00:22:57,parah kecewa berat sama pelayanan nya,8.7.0
Pcla Scorp,2025-05-15 00:20:23,sudah mahal main game 999 mulu signal jelek ....lemottttt skali signal tsel skaraaaang !!!!!!!,8.7.0
Ayen Lee,2025-05-15 00:19:22,tolong aktifkan lagi paket unlimitednya.,8.7.0
Rui -kun,2025-05-15 00:14:25,setiap mau beli kouta atau cek kouta loading nya minta ampun lama nya,8.7.0
Jie Raiya,2025-05-15 00:10:10,telkomsel pelit,8.7.0
Yoru,2025-05-15 00:02:47,Setelah download versi terbaru sering force close,8.7.0
Z,2025-05-15 00:00:21,aelah malah tambah mahal contohnya paket ilmupedia nya di ubah tch bintang satu,8.7.0
Ratna Indaah,2025-05-14 23:37:54,sampai sekarang pun aku perbarui penilaian ini dan tidak ada yg berubah. TETAP BURUK SEKALI !!! Masih lebih enak pakai im3 . jaringan slalu tiba-tiba hilang tanpa sebab. connect internetnya lama banget. Sangat mengecewakan,8.7.0
D Law,2025-05-14 23:36:57,👍,8.7.0
Abdillah Al Jawiy,2025-05-14 23:28:30,"aplikasi my telkomsel memang yg paling busuk dibanding aplikasi punya operator sebelah seperti Axisnet. Tiba-tiba logout kirain lagi maintenance atau ada update besar (paling update fitur gaje yg bikin tambah berat) ternyata mau login lagi ga bisa, link verifikasi tidak berfungsi muncul notif ""terjadi kesalahan, silahkan ulangi kembali"". Udahlah ga usah bikin macem-macem, aplikasinya tinggal dibikin jadi tempat transaksi beres, ga usah yapping ini itu.",8.7.0
Hayati Nufus,2025-05-14 23:25:10,fitur jaga pulsa nya gk berfungsi...percuma ada fitur jaga pulsa....pulsa sy kesedot...gimana tuh jaga pulsa ny...kalau fitur jaga pulsa yg tetangga sebelah....pulsa sy benar2 terjaga....,8.7.0
Mochamad Pratama Mukti,2025-05-14 23:24:07,selalu force close saat dibuka di hp redmi 9 saya yang lama. udah gak support hp android lama kah ini aplikasi my Telkomsel ☹️,8.7.0
Sopian Syah,2025-05-14 23:18:33,aplikasinya berjalan sangat lambat terlalu banyak fitur yg ga guna,8.7.0
Imran Januardhy,2025-05-14 23:17:03,bagus dan tidak mengecewakan,8.7.0
Chairunisa Pili,2025-05-14 23:05:07,payah x..mau isi paket cepat pun gk bisa,8.7.0
Rahmat.darmawan Darmawan,2025-05-14 22:48:14,baguss sekalii sangat murah dan cepat,8.7.0
Putra Seasa,2025-05-14 22:46:45,"Buruk, hadiah stamp tdk berlaku. penipuan Telkomsel",8.7.0
Alif Ramadhani,2025-05-14 22:40:29,woy ini kenapa aplikasi gak jalan sama sekali,8.7.0
Rendra Handoyo,2025-05-14 22:38:08,aplikasi TERBERAT di INDONESIA. beda sm kuning dan biru ringann... hahaha,8.7.0
Irvanobedludjy,2025-05-14 22:34:49,🤙👍👍👍,8.7.0
usman Simanjuntakcoy,2025-05-14 22:34:40,👍,8.7.0
Yunis Arfa,2025-05-14 22:29:16,"Jeleknya telkomsel itu, klo paket internet habis langsung makan pulsa. Sering kecolongan di situ, tau2 sisa pulsa Rp.0 ga ada di bikin yang bisa melindungi sisa pulsa gitu?",8.7.0
Kharis Muqowam,2025-05-14 22:16:34,"Kuota belajar pun di pangkas habis habisan, harga makin mahal, jumlah kuota didapat kurang dari setengahnya dari yg sebelumnya, dari 28 GB jadi 10 GB seriously ???",8.7.0
Gusrianto,2025-05-14 22:14:33,"jaringan lelet, tolong perbaiki",8.7.0
M ZUHDIONO,2025-05-14 22:09:33,"bintang 1 lagi aja, karena kuota belajar di naikin lagi,,,",8.7.0
Dinda,2025-05-14 22:08:02,sangat baik👌,8.7.0
Warno No,2025-05-14 22:00:36,di hp aku skrng kok gk ada muncul tulisan claim untuk tukar poin....apa hrs diperbarui aplikasi nya,8.7.0
Nur Halimah,2025-05-14 21:32:01,"jaringannya gak da, buat buka app ini aja susahnya minta ampun, loading mulu. Gak tau karna jaringan atau app yg terlalu berat, pokoknya menyebalkan utk app nya",8.7.0
Kipo Swish Studio,2025-05-14 20:41:23,aneh2 talalu banya,8.7.0
NURSAINI BR MARBUN,2025-05-14 20:11:36,"Jaringan Telkomsel untuk saat ini bagus, sinyal kuat.",8.7.0
Farhan1123 farhan,2025-05-14 19:58:22,aplikasi cocok banget,8.7.0
ony Sony,2025-05-14 19:44:02,karena jaringan Telkomsel sering rusak saya kasih bintang 1 GK jelas jaringan Telkomsel.,8.7.0
Alghi AL,2025-05-14 19:29:53,"cukup bagus untuk saya yang malas beli paket atau pulsa di warung cukup di apk ini jadi lebih cepat,cukup mau beli paketan yang berapa gb langsung bayar di semua bank,harga yang sangat terjangkau minusnya promo diskon tidak ada,sama jaringan internetnya cepet banget cocok dehhh",8.7.0
Adin Khoiri,2025-05-14 19:25:58,"aplikasi macam apa ini, lemot",8.7.0
Wawan Wiratama,2025-05-14 19:05:16,"sangat kecewa, terutama untuk mengaktifkan paket terkadang susah untuk konfirmasi paket di bilang waktu habis ,. kan aneh ... tolong perbaikan,. malah lewat*363# bisa aneh my Telkomsel ini",8.7.0
aji sutrisno901,2025-05-14 18:58:19,"jaringan KLO di kawasan delta atau di GIIC pasti lemot, Sangat kecewa pake Telkomsel jaringan nya susah... tetep aja di siret jaringannya lemot, mending ganti kartu KLO bgni cara nya😡 beli paket juga mahal, harga mahal, kapok pke Telkomsel lgi",8.7.0
Yayan Abdulmujib,2025-05-14 18:16:21,"sering banget eror, padahal udah versi terbaru,dan selalu on time buat update.tpi terus terusan eror. Dan jalan satu satunya cuma di uninstall trus install ulang,baru bisa lagi.Masa iya cuma mau liat sisa kuota aja harus se ribet itu??? Tolonglah buat TELKOMSEL tingkatkan lagi,haraga kuota elit,sinyal sulit🤦‍♂️ harga yang kalian sediakan tak sesuai dengan pelayanan yang kalian berikan lewat APK MY TELKOMSEL",8.7.0
Hendrikus Ferdinand,2025-05-14 18:14:29,kenapa produk Telkomsel semakin gak perform dari segi jaringan yah? ini gak ada pengembangan sama sekali dari pihak Telkom? udah banyak ulasan negatif gak ada pengambilan tindakan? pelanggan yang udah mau masuk diamond bisa kecewa loh ini. mau buka my Telkomsel saja susah banget. tanda tanda perusahaan failed compitition,8.7.0
urband chanel,2025-05-14 18:10:01,makin kesini makin gak jelas harga naik terus kualitas budug..🐵🐶,8.7.0
fikwey _,2025-05-14 18:09:53,"ni aplikasi lambat sekali muat ulangnya, padahal cuman mau cek kuota atau beli paket , tolong diatasi permasalahan aplikasinya",8.7.0
Royhan 123,2025-05-14 18:07:31,"meskipun ada kuota, tapi kalo masuk ke aplikasinya, Roaming terus",8.7.0
Rumi's Father,2025-05-14 18:06:30,"fiturnya yg sederhana2 aja sih, mau masuk ke aplikasi aja ga konek2. bukan makin dipermudah, mau beli paket aja malah susah inimah.",8.7.0
aris munir,2025-05-14 17:57:08,"Sulit di buka setelah update, jadi kasihan bagi pengguna Telkomsel apalagi pengguna kartu halo yg spesifikasi hp ramnya 4 GB kebawah macam saya, mau transaksi di my telkomsel gak bisa sama sekali, gara2 sulit di buka... sudah mengikuti semua saran yg diberikan oleh pihak Telkomsel masih gak bisa dibuka di hp Sharp ram 4 GB saya😇",8.7.0
Mihong Mihong,2025-05-14 17:51:58,apasih ini jaringan Telkomsel hujan dikit jaringan nge lag siang nge lag malam nge lag tiada hari tanpa jaringan yg nge lag parah sekali tersiksa banget make ini Telkomsel rusak parah jaringan nya padahal dlu Telkomsel no satu soal jaringann sekarang kayak apalah ini jaringannya tersiksa banget make nya payah sekali,8.7.0
Jordan Radja,2025-05-14 17:46:39,jaringan lola lelet gak becus telkomsel,8.7.0
Sya Putro,2025-05-14 17:45:40,"Buruk banget, cuma buka lihat sisa kuota saja buffering terus, lemot parah",8.7.0
Achmad Ru,2025-05-14 17:45:24,"Cek kuota loading sampai 1jam , aplikasi yang sangat membantu Anda",8.7.0
Ifan Ebonk,2025-05-14 17:44:12,"bagus, tapi kasihlah aktif kan smartpay saya",8.7.0
Amar Fauzi,2025-05-14 17:32:35,"saya beli paket pakai dana sudah terposes tetapi di transaksi telkomsel gagal , kuota tidak masuk saldo dana sudah terkuras ?",8.7.0
Indra Ismakey,2025-05-14 17:28:44,coba perhatikan rating custemer. apk super berat. solusi cuma bales komen tanpa tindakan. Tolong DIPERHATIKAN. APK NGGA BISA DIPAKE SAMA SEKALI. MAU BELI PAKET AJA SUSAHNYA MINTA AMPUN...PARAAAAH,8.7.0
jaelani jelan,2025-05-14 17:27:52,lumayan membantu👍,8.7.0
Willy Candra,2025-05-14 17:25:47,mantap,8.7.0
Ezha Agustian,2025-05-14 17:22:23,nice,8.7.0
Noviansyah Putra,2025-05-14 17:18:53,"Telkomsel coba benerin appsnya, masa buat cek paket aja loadingnya luamaaa buanget. sekelas Telkomsel loh...",8.7.0
Halimah new,2025-05-14 17:13:20,sangat baik,8.7.0
Ainil Zahwan,2025-05-14 17:05:30,aplikasinya akhir² ini sangat sangat lemot,8.7.0
Abank Jagur,2025-05-14 17:03:05,"jaringan simpati tapi buka aplikasi simpati berat/lemot banget, padahal udh update aplikasi. Najong beud dah nih ama aplikasi.",8.7.0
Muhammad Faqih,2025-05-14 16:26:57,Kak kok kuota unlimited saya tdk bisa di pakai buat wa,8.7.0
Fahri Siregar,2025-05-14 16:12:01,paket yang di beli gak masuk,8.7.0
Akbar Muhfaisyal,2025-05-14 16:04:35,"jaringan nya astagfirullah nmbh sini nmbah jelek banget mas, kena ujan dikit baperr lngsung ilang, aplikasi nya aja lelet",8.7.0
agus xexewxe,2025-05-14 15:56:30,"Jaringan ""JELEK"". Jaringannya super jelek. Padahal sinyal nya sudah penuh...kacau...parah abis...Banyak yg korupsi ini...",8.7.0
Alan vkya,2025-05-14 15:56:28,"setiap baru masuk apk lama amat pdhal sinyal bagus"" aja terlalu berat sekarang banyak fitur yang engga terlalu penting",8.7.0
Herlan hermansyah,2025-05-14 15:52:59,Mohon Di tambahkan Metode pembayaran ewalet lainnya seperti Shopeepay Min.,8.7.0
Ei Deca Pratama,2025-05-14 15:47:16,Paket data tiba tiba habis bnggsst,8.7.0
gleaf 95,2025-05-14 15:46:02,ngeri fiturnya. tiap kali mendung baik wifi (indihome) dan kartu (simpati) sama2 koneksi ampas. kapan lagi kan bayar mahal buat kehilangan sinyal? btw koneksi indosat sama XLku normal saat mendung.,8.7.0
fauzi pratama,2025-05-14 15:41:43,sudah log in tiba tiba keluar sendiri disuruh log in lagi tolong diperbaiki,8.7.0
Dwi Adhy p,2025-05-14 15:39:15,sinyal kuat,8.7.0
sendu buanget,2025-05-14 15:34:32,"jaringan lelet harga paket mahal, hapus aplikasi telkomsel, gak rekomendasi lah menyesal 👺👺👺👺👺",8.7.0
Ichal Txtc,2025-05-14 15:33:24,lemot banget cuma buat ngecek kuota doang 👎,8.7.0
JiNn Morri,2025-05-14 15:31:58,"aplikasi lemot lag Mulu ,sekarang jaringan makin kesini makin lemot",8.7.0
Andik Cahyono,2025-05-14 15:21:55,internet nya lemot banget di nomer HP Saya biasanya gak begini mohon perhatiannya.....trim.s,8.7.0
Saepudin,2025-05-14 15:16:54,bagus,8.7.0
Juainni Al athar,2025-05-14 15:11:44,"muTelkomsel pepek uda paket mahal, jaringan nya pun kayak pepek",8.7.0
Furkon Udin,2025-05-14 15:09:32,aplikasi ini sangat membantu,8.7.0
Sakata Gintoki,2025-05-14 15:04:44,"Lemot banget,sumpah jaringannya juga",8.7.0
Salome Saja,2025-05-14 14:59:08,harga elit sinyal sulit 👎,8.7.0
Alfian ADERO,2025-05-14 14:56:07,"Telkomsel udah makin ngga bagus, jaringannya lemot, harga kuota naiknya minta ampun... udah gitu pas beli paket ada sisa pulsa, eh di tinggal beberapa hari sisa pulsanya hilang entah ke mana. yang tadinya 3k tinggal 300rp... parah banget suer, padahal udah aktif tuh fitur jaga pulsa domestik sama internasional, tapi masih aja hilang.... BINTANG 1!",8.7.0
Dulloh Syakib,2025-05-14 14:53:29,"apk gak jelas lemot banget, sampahhh, koruup.....",8.7.0
a2N as team,2025-05-14 14:52:43,gak bgs suka lelet aplikasinya di buka mau cek pulsa atau beli paket lelet betul tolong diperbaiki sistemnya suka nge bug,8.7.0
Memoi,2025-05-14 14:42:20,"Udah mah mahal butut pula sinyal nya ,masuk aplikasi lama, gw mau beli kuota walau sinyal butut juga .. gw gk mau balesan template ..",8.7.0
Abdul Aziiz,2025-05-14 14:35:58,yeu kocak lu🫵🏼😹,8.7.0
Ahmad Sidiq,2025-05-14 14:34:04,"apk sering troble, gk bisa update pulsa ,kuota, maupun beli paket lainnya, mohon segera di perbaiki, walaupun apk sudah di update masih tetap sama",8.7.0
Hidayat Huday,2025-05-14 14:33:57,kuota jgn diganti² lah udh kayak dulu aja KUOTA UDH BAGUS DIGANTI² 💩,8.7.0
Angling Dharma,2025-05-14 14:33:35,Harga paket data terlalu banyak berubah dan tambah mahal,8.7.0
Afdhalul Ihsan,2025-05-14 14:29:30,Jaringan kek t41 .. apalagi kalo mati lampu..total ilang jringan KARTU PALING TOLOL PAKET MAHAL2 .. JARINGAN KEK SIPUT MASAK DI JAKUT AJA JARINGAN KEK SIPUT YG BELUM BELI GAUSAH BELI KARTU TELKOMSEL TOLOL JARINGAN SUSAH BANGET KAYAK JAMAN PURBA,8.7.0
Arfat Irwanda,2025-05-14 14:26:13,apa apk ni lelet banget,8.7.0
Rja _120,2025-05-14 14:21:33,nggak ada bedanya ama tri,8.7.0
Irwan Wahyudin,2025-05-14 14:20:14,kartu sultan jaringan jlek,8.7.0
Cablak Subhakan,2025-05-14 14:19:54,"lama banget loding nya padahal sinyal lancar, !!!!",8.7.0
Abdit Fikri,2025-05-14 14:14:32,sinyal telkomsel sekrang jelek aku mau ganti kartu exsis aja lah,8.7.0
M.RUSLI_SAPUTRA SULI,2025-05-14 14:14:17,"Makin lama bukan makin bagus malah makin ngelag,udah mahal sinyal ngelag maen game ringan aja susah sinyal hahahahahahah",8.7.0
Wahyu 08,2025-05-14 14:07:10,buruk mau migrasi paket indihome dipersulit,8.7.0
MK•NAN 13,2025-05-14 14:05:08,kebanyakan ngebug nya pun ga jelas,8.7.0
Zahra Amalia,2025-05-14 14:02:40,"aplikasi tolong dj perbaiki lagi ya, soalnya bukanya susah banget lemot mau liat kuota aja susah sekali.",8.7.0
KARNOTO MEP,2025-05-14 14:00:25,"perusahaan elit, aplikasi kok sulittt",8.7.0
Endat Kudrat,2025-05-14 13:58:29,mantap,8.7.0
nime cool,2025-05-14 13:53:56,"parah lola ngeleg ga bagus, dan juga sinyal dan jaringannya ga bagus ga stabil parah banget pengen ganti kartu aja rasanya",8.7.0
